zipcode,mean,std
10112,15.2684210526315789,0.693995220309327
10020,17.6077032810271041,0.470856631901635
10282,18.0949720670391061,1.3781041219376
11433,18.1042016806722689,0.393750300497811
10307,18.1509900990099010,0.582313654714658
11224,18.9315068493150685,0.46507086339513
11234,18.9458917835671343,0.256048323259239
10306,19.0155124653739612,0.282858980037687
10044,19.1603053435114504,1.10695324369281
10039,19.2613636363636364,0.491137940155233
11692,19.3969465648854962,0.982864304899374
11357,19.5083267248215702,0.313624874681402
11430,19.5858475041140976,0.318768000025956
10471,19.6744186046511628,0.481392049030976
11379,19.6969387755102041,0.348738096282825
10460,19.9089108910891089,0.461212375201794
11429,19.9266409266409266,0.549061945452728
11361,19.9583532790809000,0.291057932443991
11228,19.9835051546391753,0.392374811505806
10474,20.0183098591549296,0.522656134732185
10302,20.1210526315789474,0.34966091198037
11365,20.2245989304812834,0.398008926267185
11360,20.2263056092843327,0.521753705091837
11356,20.3348264277715566,0.476087573080464
10065,20.4013248688931824,0.203655715814366
11249,20.4284168770284890,0.226712175584771
10004,20.4377899620413328,0.283761074963198
11207,20.4710547184773989,0.250024460099165
10301,20.5812837432513497,0.305608952449227
11369,20.5919952210274791,0.347626433610482
11217,20.6025974025974026,0.204778390098192
10312,20.6315789473684211,0.381385118018718
11209,20.6437968022667476,0.200897617798829
11427,20.6495956873315364,0.861639894409005
11426,20.6537815126050420,0.603141571701705
10472,20.6589884827240861,0.314541209676431
11375,20.7787107927883428,0.194794108904634
10459,20.7814070351758794,0.348043675222501
11412,20.7955801104972376,0.504497371928584
10309,20.8166397415185784,0.354738647119821
10001,20.8615580507003125,0.161723916170845
10457,20.8732106339468303,0.378089137644107
11212,20.9010067114093960,0.328793790113197
11378,21.0104287369640788,0.305755501365371
10462,21.0212550607287449,0.282389676098895
10467,21.0259781911481719,0.263635918401123
10461,21.0275962236746550,0.294981459081754
10305,21.0340179717586650,0.426109154218756
11374,21.0591836734693878,0.312005517017374
11211,21.0997010463378176,0.17204494430886
10314,21.1045340050377834,0.235252521464962
11417,21.1139817629179331,0.389602536506056
10012,21.1203053065180519,0.143473915025532
11225,21.1746660069272637,0.305091631651978
10465,21.1995884773662551,0.364544613481525
10454,21.2083333333333333,0.348990440457509
10035,21.2397163120567376,0.373491409151465
10463,21.2428282828282828,0.284972550775013
11364,21.2735590118938701,0.45379161733906
11237,21.2873527588344699,0.234858849401299
10281,21.3057324840764331,1.44219170193948
11371,21.3214285714285714,0.881500484536004
10028,21.3484173505275498,0.210320962193727
11231,21.3529411764705882,0.272800363888451
10011,21.3604105251665029,0.142943528644763
11421,21.3721552878179384,0.333701033257935
10030,21.3769100169779287,0.645316765830093
10005,21.3773740710156895,0.437868794563076
11215,21.4158576051779935,0.165184204409677
10019,21.4336348081153752,0.129365691619186
10470,21.5248618784530387,0.52351641849501
10014,21.5263704558568956,0.148723061824215
11363,21.5492063492063492,0.715188905376012
10475,21.5564625850340136,0.556642432455692
10007,21.5591104174795162,0.286212395293574
11103,21.5598387503149408,0.238954547629492
