zipcode,mean,std
11233,21.5731462925851703,0.521259134674431
10469,21.5815642458100559,0.345878971378062
11435,21.6043194784026080,0.278012320325275
11206,21.6171335769386927,0.297342635857798
10466,21.6195995785036881,0.322227840596769
10452,21.6663611365719523,0.314140657542342
11367,21.6720604099244876,0.468648822073641
11105,21.6878243512974052,0.28216559514579
11210,21.6905829596412556,0.38618849804838
11205,21.7021416803953871,0.258411921486994
11203,21.7134232954545455,0.279370747335627
11238,21.7719215315528244,0.228276572003906
11101,21.8560848678943155,0.200850397849404
11366,21.8617131062951496,0.506715587075449
10038,21.8982055464926591,0.267355471800065
11201,21.9060928719313812,0.179441607823702
10023,21.9177377892030848,0.24074260238482
11223,21.9287362954414310,0.274189852555952
11358,21.9628293035005413,0.272045116418488
10022,21.9878905057494658,0.155646122638539
10075,21.9893670886075949,0.368416574856092
11385,21.9963731613943180,0.225533224285682
10009,21.9977889150943396,0.178218529927584
10458,22.0139298151620680,0.241186758575137
10037,22.0243161094224924,0.560190906413895
11377,22.0608775557087066,0.213347526772018
10468,22.1040703052728955,0.381438352747056
11102,22.1050469483568075,0.375596291815424
10033,22.1134693877551020,0.282563403919174
11219,22.1285520974289581,0.308223184093519
11232,22.1309811503141614,0.339564840444753
11415,22.1487935656836461,0.615825043513714
10304,22.1540540540540541,0.390242670288879
10310,22.1732817037754114,0.406920330769012
10308,22.1940298507462687,0.515528676949799
11434,22.2130959218839747,0.365238736958361
10453,22.2526421741318571,0.328705053093419
10006,22.2556325823223570,0.397782067894294
10040,22.2570452604611443,0.496222513663979
10119,22.2807017543859649,0.662744099529464
10024,22.2819855511535773,0.228182082474307
11229,22.2862104897533866,0.277458832778605
11414,22.3182674199623352,0.453934144465195
10034,22.3201174743024963,0.295331834761233
10456,22.3313192346424975,0.34071715835173
11222,22.3371380846325167,0.248184447152125
11432,22.3726527373710659,0.264078988130587
11236,22.3832153690596562,0.366399357616888
10451,22.3926423770781747,0.308275819536135
11106,22.3989361702127660,0.271552000598461
11204,22.4070272404263719,0.302767109486744
10036,22.4232513518227804,0.144259363611032
10017,22.4251012145748988,0.169274457564781
10003,22.4917491749174917,0.127436382141819
11221,22.5101369863013699,0.413290841193135
10031,22.5521215295966475,0.336020767890317
11420,22.5817865429234339,0.394805929428839
10021,22.6584788398934596,0.269339553673796
11418,22.6680748340374170,0.383591388859263
10010,22.6727493917274939,0.228772462341279
11104,22.7142857142857143,0.296341421410121
11413,22.7261538461538462,0.663105596838132
10455,22.7530800821355236,0.404889126520391
11422,22.7549019607843137,0.519615503281114
11004,22.7577741407528642,0.711229057677523
10027,22.7780054644808743,0.293802894261273
10016,22.7812601670100857,0.153239069092026
11423,22.8488210818307906,0.621633360542807
10464,22.8503401360544218,0.55622291564562
11208,22.8687332567929583,0.292245230952087
11694,22.8719153936545241,0.463837111430607
11213,22.9597207303974221,0.379328711779359
10018,22.9769000427776986,0.184304568709554
11239,23.0178571428571429,1.22992790091606
10128,23.1859576968272620,0.270846184001581
11216,23.2360734718458296,0.272892177572413
11235,23.2543405421870241,0.296297908870754
11040,23.2769679300291545,0.80830497347039
11416,23.2949117341640706,0.561646927857291
10303,23.3095541401273885,0.578395004420521
10025,23.3352929649225946,0.214951585602118
11436,23.3501742160278746,0.639192724578788
10103,23.3627450980392157,2.51023102467881
11368,23.5405048671836331,0.20758985129717
10029,23.6204803378200053,0.280539454926723
10032,23.7310996563573883,0.3556981707263
11214,23.7396121883656510,0.266342204258463
11693,23.7818574514038877,0.733330382591789
11218,23.8080650203188496,0.284929981540549
10013,23.8940681678787348,0.150728467319907
11230,24.0216919739696312,0.337152435733466
11370,24.0570962479608483,0.727649006653304
10280,24.0673076923076923,1.29278377711714
11419,24.1464552238805970,0.373600824116236
11372,24.1705650459921156,0.195231029588207
10002,24.2771071907562158,0.17225929535433
10026,24.3237410071942446,0.430261324336154
11226,24.3397783541617543,0.267068723381818
11373,24.4660326086956522,0.224976404520306
11691,24.7536355859709153,0.435037666679909
11355,24.8148974130240856,0.23591862788777
11428,25.2567685589519651,0.471033567755954
11362,25.3362235067437380,0.586302837904679
11220,25.8632254683610638,0.198698321651786
10473,25.9761006289308176,0.720814651763915
11411,25.9773584905660377,0.742043500207589
11354,26.4620100985813898,0.210474751761081
