boroname,mean,std
 QUEENS,22.6854201600774457,0.0456510461815624
 MANHATTAN,22.2355266057741754,0.0332806903230828
 BROOKLYN,22.1690296493647789,0.0443947480178595
 THE BRONX,21.5669020261380581,0.071172271471837
 STATEN ISLAND,20.9189491335941867,0.107062958466001
